recordingId,trackId,frame,trackLifetime,xCenter,yCenter,heading,width,length,xVelocity,yVelocity,xAcceleration,yAcceleration,lonVelocity,latVelocity,lonAcceleration,latAcceleration,traveledDistance,latLaneCenterOffset,laneWidth,laneletId,laneChange,lonLaneletPos,laneletLength,leadDHW,leadDV,leadTHW,leadTTC,leadId,rearId,leftLeadId,leftRearId,leftAlongsideId,rightLeadId,rightRearId,rightAlongsideId,odrRoadId,odrSectionNo,odrLaneId,originalTrackId
86,0,15766,59,228.5326,-195.7128,348.1792,2.6106,6.9936,20.8683,-4.3675,0.7884,-0.3794,21.3204,-0.0,0.8494,-0.2099,47.58,-0.79,3.37,1514,0,0.34,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,747,754,,-1,-1,,0,3,-4,752
86,0,15767,60,229.3678,-195.8883,348.1514,2.6106,6.9936,20.8997,-4.3847,0.7881,-0.3528,21.3547,-0.0,0.8438,-0.1834,48.43,-0.77,3.38,1514,0,1.19,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,747,754,,-1,-1,,0,3,-4,752
86,0,15768,61,230.2044,-196.0644,348.1269,2.6106,6.9936,20.9311,-4.4006,0.7879,-0.3254,21.3887,-0.0,0.838,-0.1563,49.28,-0.75,3.39,1514,0,2.05,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,747,754,,-1,-1,,0,3,-4,752
86,0,15769,62,231.0424,-196.2413,348.106,2.6106,6.9936,20.9625,-4.4152,0.7877,-0.2973,21.4224,-0.0,0.832,-0.1286,50.14,-0.73,3.40,1514,0,2.90,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,747,754,,-1,-1,,0,3,-4,752
86,0,15770,63,231.8817,-196.4187,348.0886,2.6106,6.9936,20.9938,-4.4284,0.7875,-0.2686,21.4558,-0.0,0.826,-0.1003,51.0,-0.72,3.40,1514,0,3.76,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,747,754,,-1,-1,,0,3,-4,752
86,0,15771,64,232.7222,-196.5968,348.075,2.6106,6.9936,21.025,-4.4403,0.7875,-0.2395,21.4888,-0.0,0.82,-0.0716,51.86,-0.70,3.41,1514,0,4.62,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,747,754,,-1,-1,,0,3,-4,752
86,0,15772,65,233.5641,-196.7753,348.0651,2.6106,6.9936,21.0562,-4.4506,0.7875,-0.2099,21.5214,-0.0,0.8139,-0.0425,52.72,-0.68,3.42,1514,0,5.48,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,747,754,,-1,-1,,0,3,-4,752
86,0,15773,66,234.4074,-196.9543,348.0591,2.6106,6.9936,21.0872,-4.4595,0.7878,-0.1802,21.5535,-0.0,0.808,-0.0133,53.58,-0.67,3.43,1514,0,6.34,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,747,754,,-1,-1,,0,3,-4,752
86,0,15774,67,235.252,-197.1337,348.057,2.6106,6.9936,21.1179,-4.4668,0.7883,-0.1503,21.5852,-0.0,0.8023,0.0161,54.44,-0.66,3.43,1514,0,7.20,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,747,754,,-1,-1,,0,3,-4,752
86,0,15775,68,236.0978,-197.3133,348.0588,2.6106,6.9936,21.1485,-4.4726,0.7891,-0.1204,21.6163,-0.0,0.797,0.0455,55.31,-0.65,3.44,1514,0,8.06,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,747,754,,-1,-1,,0,3,-4,752
86,0,15776,69,236.9448,-197.4931,348.0645,2.6106,6.9936,21.179,-4.4768,0.7904,-0.0907,21.647,-0.0,0.792,0.0747,56.17,-0.65,3.45,1514,0,8.93,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,747,754,,-1,-1,,0,3,-4,752
86,0,15777,70,237.793,-197.673,348.0739,2.6106,6.9936,21.2094,-4.4796,0.792,-0.0613,21.6773,-0.0,0.7876,0.1037,57.04,-0.64,3.46,1514,0,9.80,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,747,754,,-1,-1,,0,3,-4,752
